source,destination,service_type,fare
ADMHC1,KTP,Bengaluru Sarige,30
ADMHC1,LKP2,Bengaluru Sarige,28
ADMHC1,MCHG1,Bengaluru Sarige,30
ADMHC1,MGD,Bengaluru Sarige,15
ADMHC1,MGDRD10C1,Bengaluru Sarige,32
ADMHC1,MGDRD1C1,Bengaluru Sarige,32
ADMHC1,MGDRD5C,Bengaluru Sarige,32
ADMHC1,MGDRDMSN,Bengaluru Sarige,32
ADMHC1,MGDSC,Bengaluru Sarige,20
ADMHC1,MLSDR7,Bengaluru Sarige,30
ADMHC1,MRNF,Bengaluru Sarige,28
ADMHC1,MRNH2,Bengaluru Sarige,24
ADMHC1,MRR1,Bengaluru Sarige,30
ADMHC1,MRRHP1,Bengaluru Sarige,30
ADMHC1,PDNPLC,Bengaluru Sarige,28
ADMHC1,PRSNNT,Bengaluru Sarige,32
ADMHC1,RNGPR,Bengaluru Sarige,10
ADMHC1,RYNC,Bengaluru Sarige,32
ADMHC1,SBGH,Bengaluru Sarige,12
ADMHC1,SKK,Bengaluru Sarige,30
ADMHC1,SNJVNPL,Bengaluru Sarige,35
ADMHC1,SRSC,Bengaluru Sarige,32
ADMHC1,SVNSD,Bengaluru Sarige,30
ADMHC1,TGCGP,Bengaluru Sarige,5
ADMHC1,TGHTBG,Bengaluru Sarige,18
ADMHC1,TMG,Bengaluru Sarige,15
ADMHC1,TTBG,Bengaluru Sarige,23
ADMHC1,TVKGT,Bengaluru Sarige,28
ADMHC1,VDHP,Bengaluru Sarige,6
ADSN,ANT,Bengaluru Sarige,18
ADSN,AVRHLC1,Bengaluru Sarige,23
ADSN,BGMP,Bengaluru Sarige,33
ADSN,BNMG,Bengaluru Sarige,12
ADSN,BPIS,Bengaluru Sarige,23
ADSN,BSVH12,Bengaluru Sarige,33
ADSN,CRSM1,Bengaluru Sarige,33
ADSN,D43G,Bengaluru Sarige,6
ADSN,DSNP,Bengaluru Sarige,12
ADSN,ELCNR,Bengaluru Sarige,60
ADSN,GDMNC,Bengaluru Sarige,33
ADSN,HNYP,Bengaluru Sarige,33
ADSN,JONICER,Bengaluru Sarige,24
ADSN,KKH3,Bengaluru Sarige,33
ADSN,KNGHL,Bengaluru Sarige,18
ADSN,KNGLT,Bengaluru Sarige,29
ADSN,KNPA,Bengaluru Sarige,60
ADSN,LGNH,Bengaluru Sarige,33
ADSN,MBVDC2,Bengaluru Sarige,23
ADSN,MDP1,Bengaluru Sarige,33
ADSN,MGPMD,Bengaluru Sarige,33
ADSN,NCF1,Bengaluru Sarige,23
ADSN,NCOF,Bengaluru Sarige,55
ADSN,NCTK,Bengaluru Sarige,57
ADSN,NGN12,Bengaluru Sarige,33
ADSN,NICE10STN,Bengaluru Sarige,55
ADSN,NICE11STN,Bengaluru Sarige,55
ADSN,NICE12STN,Bengaluru Sarige,55
ADSN,NICE13STN,Bengaluru Sarige,57
ADSN,NICE14STN,Bengaluru Sarige,57
ADSN,NICE15 STONE,Bengaluru Sarige,60
ADSN,NICE16STN,Bengaluru Sarige,60
ADSN,NICE17STN,Bengaluru Sarige,60
ADSN,NICE9STN,Bengaluru Sarige,55
ADSN,NMG1,Bengaluru Sarige,18
ADSN,NMLN,Bengaluru Sarige,18
ADSN,PRVKA1,Bengaluru Sarige,57
ADSN,RVTH,Bengaluru Sarige,23
ADSN,SNDN,Bengaluru Sarige,6
ADSN,SNTNML,Bengaluru Sarige,24
ADSN,SRBP,Bengaluru Sarige,33
ADSN,SVC1,Bengaluru Sarige,24
ADSN,SVNPRC1,Bengaluru Sarige,18
ADSN,TBN,Bengaluru Sarige,18
ADSN,THP,Bengaluru Sarige,33
ADSN,VECA,Bengaluru Sarige,6
ADSN,VSA,Bengaluru Sarige,12
ADSN,WCN,Bengaluru Sarige,18
ADSN,YGH,Bengaluru Sarige,29
ADSN,YGHH,Bengaluru Sarige,33
ADSN,YGHP1,Bengaluru Sarige,29
ADSV1,BHTNL,Bengaluru Sarige,24
ADSV1,BLGC,Bengaluru Sarige,24
ADSV1,BRP,Bengaluru Sarige,28
ADSV1,CBI,Bengaluru Sarige,30
ADSV1,CBNCP,Bengaluru Sarige,12
ADSV1,CNRBK1,Bengaluru Sarige,30
ADSV1,DHLC,Bengaluru Sarige,12
ADSV1,EHUS,Bengaluru Sarige,6
ADSV1,GGPR1,Bengaluru Sarige,23
ADSV1,GKVK,Bengaluru Sarige,28
ADSV1,HBL,Bengaluru Sarige,30
ADSV1,HNSM1,Bengaluru Sarige,23
ADSV1,JAD1,Bengaluru Sarige,28
ADSV1,KBS1,Bengaluru Sarige,30
ADSV1,kdg2,Bengaluru Sarige,30
ADSV1,KNDCR1,Bengaluru Sarige,18
ADSV1,MKC,Bengaluru Sarige,30
ADSV1,PLCGR,Bengaluru Sarige,30
ADSV1,RMGTH,Bengaluru Sarige,30
ADSV1,RTSNTY,Bengaluru Sarige,28
ADSV1,SLVPB1,Bengaluru Sarige,18
ADSV1,SMVIT-2,Bengaluru Sarige,23
ADSV1,SMVITC,Bengaluru Sarige,23
ADSV1,SVNDS,Bengaluru Sarige,30
ADSV1,TAGR,Bengaluru Sarige,12
ADSV1,VTHL1,Bengaluru Sarige,24
ADSV1,VTRNC1,Bengaluru Sarige,30
ADSV1,YLGAFS1,Bengaluru Sarige,24
AECSDC1,ARKRG,Bengaluru Sarige,12
AECSDC1,ASRM,Bengaluru Sarige,23
AECSDC1,BLKLLI,Bengaluru Sarige,12
AECSDC1,BPLS,Bengaluru Sarige,12
AECSDC1,CHKMH,Bengaluru Sarige,6
AECSDC1,DKMHLI,Bengaluru Sarige,6
AECSDC1,GRPL,Bengaluru Sarige,18
AECSDC1,HMG,Bengaluru Sarige,6
AECSDC1,HSBC1,Bengaluru Sarige,12
AECSDC1,IIBM1,Bengaluru Sarige,12
AECSDC1,JPN3ph-BLK,Bengaluru Sarige,18
AECSDC1,LGHM,Bengaluru Sarige,24
AECSDC1,LKS,Bengaluru Sarige,23
AECSDC1,MICLYT,Bengaluru Sarige,18
AECSDC1,MNKTM,Bengaluru Sarige,6
AECSDC1,NBNGR,Bengaluru Sarige,6
AECSDC1,NMH,Bengaluru Sarige,23
AECSDC1,WG7,Bengaluru Sarige,23
AECSL-1,AIT,Electric,30
AECSL-1,BBZ,Bengaluru Sarige,18
AECSL-1,BEMLG-1,Bengaluru Sarige,6
AECSL-1,BPL-1,Bengaluru Sarige,23
AECSL-1,CMH,Bengaluru Sarige,24
AECSL-1,CMRIT _,Bengaluru Sarige,6
AECSL-1,CPS,Electric,30
AECSL-1,DMLUR,Bengaluru Sarige,24
AECSL-1,GRPI,Bengaluru Sarige,6
AECSL-1,GRTP-1,Bengaluru Sarige,23
AECSL-1,HALAMG,Bengaluru Sarige,23
AECSL-1,HALMG,Bengaluru Sarige,23
AECSL-1,HALPS1,Bengaluru Sarige,18
AECSL-1,HELDIV,Bengaluru Sarige,23
AECSL-1,HOPF1,Bengaluru Sarige,23
AECSL-1,IGAT,Bengaluru Sarige,12
AECSL-1,INTAX,Electric,30
AECSL-1,ITL,Bengaluru Sarige,23
AECSL-1,JYTN,Electric,30
AECSL-1,KBS1,Bengaluru Sarige,30
AECSL-1,KDB,Bengaluru Sarige,23
AECSL-1,KDHL,Bengaluru Sarige,24
AECSL-1,KNNAG,Bengaluru Sarige,23
AECSL-1,KT PO,Bengaluru Sarige,12
AECSL-1,KUDLI,Bengaluru Sarige,6
AECSL-1,KUNDC,Bengaluru Sarige,6
AECSL-1,MAO,Bengaluru Sarige,24
AECSL-1,MC,Vajra,40
AECSL-1,MDNPL2,Electric,30
AECSL-1,MGP,Bengaluru Sarige,23
AECSL-1,MMNDRA,Electric,30
AECSL-1,MNHPG,Vajra,40
AECSL-1,mnkc,Bengaluru Sarige,12
AECSL-1,MNSNGR,Electric,30
AECSL-1,MPH,Bengaluru Sarige,23
AECSL-1,MRH,Bengaluru Sarige,12
AECSL-1,MTHB-1,Bengaluru Sarige,12
AECSL-1,NBV12B,Electric,30
AECSL-1,NGB NGEF,Electric,30
AECSL-1,NGBVL,Electric,30
AECSL-1,PTAGC,Bengaluru Sarige,18
AECSL-1,RJN6B,Electric,30
AECSL-1,SAPL,Bengaluru Sarige,12
AECSL-1,SJRHS,Bengaluru Sarige,12
AECSL-1,TRTCR,Vajra,40
AECSL-1,VJN1,Electric,30
AECSL-1,VTTMC,Electric,30
AECSL-1,VYDHS,Bengaluru Sarige,12
AECSL-1,YMLRCS,Bengaluru Sarige,18
AGB,MHSDER,Bengaluru Sarige,6
AGDH,ANCMKR1,Bengaluru Sarige,24
AGDH,ARH CRSS,Bengaluru Sarige,12
AGDH,BBZ,Bengaluru Sarige,24
AGDH,BDC-1,Bengaluru Sarige,28
AGDH,BHRK2,Bengaluru Sarige,28
AGDH,BNYP,Bengaluru Sarige,28
AGDH,BOH,Bengaluru Sarige,12
AGDH,BPL-1,Bengaluru Sarige,24
AGDH,BRKBND,Bengaluru Sarige,24
AGDH,BSP,Bengaluru Sarige,30
AGDH,CNS,Bengaluru Sarige,23
AGDH,DDNSC2,Bengaluru Sarige,6
AGDH,ETKD,Bengaluru Sarige,23
AGDH,FRM-1,Bengaluru Sarige,24
AGDH,GGC,Bengaluru Sarige,24
AGDH,GNGR5,Bengaluru Sarige,28
AGDH,GRDP,Bengaluru Sarige,28
AGDH,GRTP-1,Bengaluru Sarige,24
AGDH,HBR,Bengaluru Sarige,30
AGDH,HODC2,Bengaluru Sarige,24
AGDH,HOF,Bengaluru Sarige,23
AGDH,HRMVS1,Bengaluru Sarige,30
AGDH,ITL,Bengaluru Sarige,24
AGDH,KGLU,Bengaluru Sarige,30
AGDH,KGLUCR1,Bengaluru Sarige,32
AGDH,KLKAG,Bengaluru Sarige,18
AGDH,KLNGR1,Bengaluru Sarige,30
AGDH,KSTRR,Bengaluru Sarige,30
AGDH,MDMS,Bengaluru Sarige,6
AGDH,MHDV,Bengaluru Sarige,28
AGDH,MNSGH,Bengaluru Sarige,24
AGDH,MRTH,Bengaluru Sarige,32
AGDH,MTME,Bengaluru Sarige,12
AGDH,MVJC2,Bengaluru Sarige,23
AGDH,OBLGT,Bengaluru Sarige,6
AGDH,PSTSTK,Bengaluru Sarige,24
AGDH,PTAGC,Bengaluru Sarige,24
AGDH,RJPLY,Bengaluru Sarige,24
AGDH,SCH,Bengaluru Sarige,28
AGDH,SIBH,Bengaluru Sarige,24
AGDH,SIFY,Bengaluru Sarige,23
AGDH,SMTH,Bengaluru Sarige,18
AGDH,SNPX,Bengaluru Sarige,28
AGDH,SPTLO,Bengaluru Sarige,32
AGDH,SRVP,Bengaluru Sarige,30
AGDH,TNF1,Bengaluru Sarige,30
AGDH,TRSHC,Bengaluru Sarige,23
AGDH,VJBC1,Bengaluru Sarige,30
AGDH,VNKGR,Bengaluru Sarige,28
AGDH,VRTBS,Bengaluru Sarige,28
AGDH,VRTKD1,Bengaluru Sarige,24
AGDH,VRTPST5,Bengaluru Sarige,28
AGDH,VRTU1,Bengaluru Sarige,28
AGDH,WFPO1,Bengaluru Sarige,24
AGEG,RDH7,Bengaluru Sarige,24
AGHRD,ADMHC1,Bengaluru Sarige,25
AGHRD,ARTPL1,Bengaluru Sarige,30
AGHRD,BCNHT,Bengaluru Sarige,25
AGHRD,BHNS1,Bengaluru Sarige,24
AGHRD,BLKL12,Bengaluru Sarige,24
AGHRD,BRT2,Bengaluru Sarige,24
AGHRD,BSKR,Bengaluru Sarige,45
AGHRD,BTHC13,Bengaluru Sarige,28
AGHRD,BTS1,Bengaluru Sarige,23
AGHRD,BTSL,Bengaluru Sarige,24
AGHRD,CMDN,Bengaluru Sarige,30
AGHRD,CRYNHL,Bengaluru Sarige,40
AGHRD,D35G,Electric,28
AGHRD,DDPH,Bengaluru Sarige,25
AGHRD,GDPY1,Bengaluru Sarige,24
AGHRD,GNGNHL1,Bengaluru Sarige,30
AGHRD,GPPRA,Bengaluru Sarige,12
AGHRD,HGH12,Bengaluru Sarige,30
AGHRD,HMLMK,Bengaluru Sarige,35
AGHRD,HSG,Bengaluru Sarige,35
AGHRD,HSP7,Bengaluru Sarige,32
AGHRD,JDALDMR,Bengaluru Sarige,30
AGHRD,JTPR,Bengaluru Sarige,30
AGHRD,JYTNR,Bengaluru Sarige,40
AGHRD,KDBG,Bengaluru Sarige,28
AGHRD,KGNH,Bengaluru Sarige,32
AGHRD,KLR7,Bengaluru Sarige,45
AGHRD,KLYG,Bengaluru Sarige,40
AGHRD,KLYMR,Bengaluru Sarige,40
AGHRD,KRKLPL,Bengaluru Sarige,30
AGHRD,KRLB,Electric,30
AGHRD,KTH1,Bengaluru Sarige,30
AGHRD,MDNPL2,Bengaluru Sarige,24
AGHRD,MDNPL3,Bengaluru Sarige,24
AGHRD,MGD,Bengaluru Sarige,35
AGHRD,MGDSC,Bengaluru Sarige,40
AGHRD,MJNR2,Bengaluru Sarige,24
AGHRD,MLR2,Bengaluru Sarige,32
AGHRD,MLS,Electric,30
AGHRD,MLSDR7,Bengaluru Sarige,45
AGHRD,MMKN,Bengaluru Sarige,23
AGHRD,moyh,Bengaluru Sarige,32
AGHRD,MRR1,Bengaluru Sarige,45
AGHRD,MRRHP1,Bengaluru Sarige,45
AGHRD,NBV10th,Bengaluru Sarige,23
AGHRD,NBVB0,Bengaluru Sarige,23
AGHRD,PDNPL12,Bengaluru Sarige,30
AGHRD,PRDPL1,Bengaluru Sarige,30
AGHRD,PRPAM1,Bengaluru Sarige,23
AGHRD,RGVLO1,Bengaluru Sarige,28
AGHRD,RJNPL,Bengaluru Sarige,32
AGHRD,RNGPR,Bengaluru Sarige,30
AGHRD,RTVSL,Bengaluru Sarige,24
AGHRD,SBGH,Bengaluru Sarige,30
AGHRD,SDTB1,Bengaluru Sarige,23
AGHRD,SGHL143,Electric,28
AGHRD,SJT1,Bengaluru Sarige,12
AGHRD,SNJVNPL,Bengaluru Sarige,45
AGHRD,SNTN,Bengaluru Sarige,30
AGHRD,SVNSD,Bengaluru Sarige,45
AGHRD,SVNVDH1,Bengaluru Sarige,30
AGHRD,TGCGP,Bengaluru Sarige,25
AGHRD,TGHTBG,Bengaluru Sarige,30
AGHRD,TMG,Bengaluru Sarige,35
AGHRD,TTBG,Bengaluru Sarige,30
AGHRD,UPKRLO,Bengaluru Sarige,24
AGHRD,VDHP,Bengaluru Sarige,30
AGHRD,VKS2,Bengaluru Sarige,23
AGHRD,VNYKT,Bengaluru Sarige,23
AGHRD,VRDNH,Bengaluru Sarige,30
AGHRD,VSD AGO,Bengaluru Sarige,23
AGHRLO1,CSIH1,Bengaluru Sarige,28
AGHRLO1,KHC,Bengaluru Sarige,28
AGHRLO1,KRC,Bengaluru Sarige,28
AGHRLO1,KRMRK,Bengaluru Sarige,30
AGHRLO1,MSB,Bengaluru Sarige,28
AGHRLO1,STMH,Bengaluru Sarige,28
AGHRLO,CHKBC1,Bengaluru Sarige,23
AGHRLO,CSIH1,Bengaluru Sarige,28
AGHRLO,DIRY,Bengaluru Sarige,24
AGHRLO,KGLU,Bengaluru Sarige,6
AGHRLO,KGLUCR1,Bengaluru Sarige,18
AGHRLO,MRTH,Bengaluru Sarige,12
AGHRLO,NES1,Bengaluru Sarige,23
AGHRLO,SBS1,Bengaluru Sarige,28
AGHRLO,SPTLO,Bengaluru Sarige,12
AGHRLO,YST,Bengaluru Sarige,23
AGKOT,ARSB,Bengaluru Sarige,23
AGKOT,BAHLLY,Bengaluru Sarige,18
AGKOT,BDKHL5,Bengaluru Sarige,28
AGKOT,BGLRS1,Bengaluru Sarige,30
AGKOT,BIBC,Bengaluru Sarige,30
AGKOT,BMBZ,Bengaluru Sarige,32
AGKOT,BMRH1,Bengaluru Sarige,23
AGKOT,BMWRG,Bengaluru Sarige,23
AGKOT,BSVN,Bengaluru Sarige,28
AGKOT,BYB,Bengaluru Sarige,30
AGKOT,BYC,Bengaluru Sarige,30
AGKOT,BYCP,Bengaluru Sarige,6
AGKOT,BYCP1,Bengaluru Sarige,6
AGKOT,BYHG1,Bengaluru Sarige,28
AGKOT,CHKU,Bengaluru Sarige,30
AGKOT,CHNG,Bengaluru Sarige,6
AGKOT,CKLT,Bengaluru Sarige,30
AGKOT,COLPK,Bengaluru Sarige,32
AGKOT,CPRKL,Bengaluru Sarige,28
AGKOT,CRLS,Bengaluru Sarige,30
AGKOT,CUNTY,Bengaluru Sarige,30
AGKOT,D10G2,Bengaluru Sarige,30
AGKOT,DCRS,Bengaluru Sarige,30
AGKOT,DDY2,Bengaluru Sarige,32
AGKOT,DVHOBS2,Bengaluru Sarige,12
AGKOT,DVNWSTD,Bengaluru Sarige,12
AGKOT,DVSRD,Bengaluru Sarige,30
AGKOT,DWRNG,Bengaluru Sarige,30
AGKOT,GBIC,Bengaluru Sarige,30
AGKOT,GDLH,Bengaluru Sarige,30
AGKOT,HNRBD,Bengaluru Sarige,30
AGKOT,HNRCR,Bengaluru Sarige,30
AGKOT,HNRJN,Bengaluru Sarige,23
AGKOT,HNSC3,Bengaluru Sarige,30
AGKOT,HSRBND2,Bengaluru Sarige,30
AGKOT,HYKG,Bengaluru Sarige,28
AGKOT,INDEX,Bengaluru Sarige,32
AGKOT,JRL,Bengaluru Sarige,30
AGKOT,JYTS,Bengaluru Sarige,30
AGKOT,KARCH1,Bengaluru Sarige,30
AGKOT,KATGN,Bengaluru Sarige,30
AGKOT,KDPHC,Bengaluru Sarige,24
AGKOT,KDYPN,Bengaluru Sarige,24
AGKOT,KEDVHR,Bengaluru Sarige,30
AGKOT,KIDBBLR,Bengaluru Sarige,23
AGKOT,KNSLT,Bengaluru Sarige,30
AGKOT,KNYPC,Bengaluru Sarige,30
AGKOT,KOTNR,Bengaluru Sarige,30
AGKOT,KSH2,Bengaluru Sarige,30
AGKOT,LFD,Bengaluru Sarige,30
AGKOT,LNG1,Bengaluru Sarige,30
AGKOT,LNGRPR,Bengaluru Sarige,30
AGKOT,MRNUC,Bengaluru Sarige,30
AGKOT,MYNH1,Bengaluru Sarige,24
AGKOT,NGDH2,Bengaluru Sarige,28
AGKOT,NGNH2,Bengaluru Sarige,30
AGKOT,NVDB,Bengaluru Sarige,28
AGKOT,PALH,Bengaluru Sarige,30
AGKOT,PDRPR,Bengaluru Sarige,24
AGKOT,POPS,Bengaluru Sarige,30
AGKOT,RGNPD,Bengaluru Sarige,28
AGKOT,RMH-3,Bengaluru Sarige,18
AGKOT,RVCLR,Bengaluru Sarige,30
AGKOT,RYSNDA,Bengaluru Sarige,6
AGKOT,SNPNHL7,Bengaluru Sarige,30
AGKOT,STNC1,Bengaluru Sarige,30
AGKOT,STNR,Bengaluru Sarige,30
AGKOT,TVKLH1,Bengaluru Sarige,30
AGKOT,VSWHPR,Bengaluru Sarige,24
AGKOT,VTHL1,Bengaluru Sarige,30
AGRC2,ALS2,Bengaluru Sarige,35
AGRC2,APCOF,Bengaluru Sarige,29
AGRC2,APSCG,Bengaluru Sarige,28
AGRC2,ARTOL,Bengaluru Sarige,12
AGRC2,BDDRS1,Bengaluru Sarige,35
AGRC2,BKH,Bengaluru Sarige,35
AGRC2,BKRP,Bengaluru Sarige,33
AGRC2,BLRE,Bengaluru Sarige,29
AGRC2,BMNGC,Bengaluru Sarige,35
AGRC2,BWSSBQ2,Bengaluru Sarige,35
AGRC2,BYNPL,Bengaluru Sarige,18
AGRC2,CHNSLKFM,Bengaluru Sarige,6
AGRC2,CNMPL1,Bengaluru Sarige,29
AGRC2,CRTCL,Bengaluru Sarige,23
AGRC2,DKSMS,Bengaluru Sarige,23
AGRC2,DKSR1,Bengaluru Sarige,23
AGRC2,DPKNH,Bengaluru Sarige,24
AGRC2,DSVS,Bengaluru Sarige,12
AGRC2,EDM,Bengaluru Sarige,33
AGRC2,GDNR,Bengaluru Sarige,23
AGRC2,GLKML,Bengaluru Sarige,23
AGRC2,GTKDC,Bengaluru Sarige,29
AGRC2,GULBG,Bengaluru Sarige,23
AGRC2,HRHD1,Bengaluru Sarige,35
AGRC2,HRLI,Bengaluru Sarige,35
AGRC2,HROLDP,Bengaluru Sarige,33
AGRC2,HSDG,Bengaluru Sarige,29
AGRC2,HUSM,Bengaluru Sarige,24
AGRC2,jghty,Bengaluru Sarige,35
AGRC2,JRGH1,Bengaluru Sarige,23
AGRC2,JTFM,Bengaluru Sarige,12
AGRC2,KBDGT1,Bengaluru Sarige,33
AGRC2,KGHLI,Bengaluru Sarige,33
AGRC2,KGLPR2,Bengaluru Sarige,18
AGRC2,KKC,Bengaluru Sarige,23
AGRC2,KKCMS,Bengaluru Sarige,23
AGRC2,knkri,Bengaluru Sarige,33
AGRC2,KREK,Bengaluru Sarige,6
AGRC2,KRNGT,Bengaluru Sarige,35
AGRC2,LKMPR,Bengaluru Sarige,12
AGRC2,MKLK,Bengaluru Sarige,28
AGRC2,MNGHKM,Bengaluru Sarige,33
AGRC2,MTR,Bengaluru Sarige,23
AGRC2,MUTHGD,Bengaluru Sarige,33
AGRC2,NDT,Bengaluru Sarige,24
AGRC2,NLC,Bengaluru Sarige,28
AGRC2,NLD,Bengaluru Sarige,23
AGRC2,NRCRD,Bengaluru Sarige,12
AGRC2,NTGRC,Bengaluru Sarige,29
AGRC2,NWGBDI,Bengaluru Sarige,33
AGRC2,OBCAH,Bengaluru Sarige,18
AGRC2,PTBU,Bengaluru Sarige,35
AGRC2,PTPL,Bengaluru Sarige,23
AGRC2,RGHL,Bengaluru Sarige,18
AGRC2,RWDLG,Bengaluru Sarige,29
AGRC2,SECRL,Bengaluru Sarige,24
AGRC2,SIMS1,Bengaluru Sarige,12
AGRC2,SLDY,Bengaluru Sarige,12
AGRC2,SLHS,Bengaluru Sarige,18
AGRC2,SMHGT,Bengaluru Sarige,28
AGRC2,SNMT,Bengaluru Sarige,6
AGRC2,SNPG1,Bengaluru Sarige,29
AGRC2,SRK1,Bengaluru Sarige,24
AGRC2,TAGP,Bengaluru Sarige,12
AGRC2,TGPMS,Bengaluru Sarige,18
AGRC2,THKC,Bengaluru Sarige,29
AGRC2,TNKTE,Bengaluru Sarige,18
AGRC2,TYMS,Bengaluru Sarige,35
AGRC2,UDYP,Bengaluru Sarige,12
AGRC2,UP,Bengaluru Sarige,18
AGRC2,VJMG,Bengaluru Sarige,12
AGRC2,VMSN,Bengaluru Sarige,18
AGRC2,VSDP,Bengaluru Sarige,23
AGRC2,YDR,Bengaluru Sarige,24
AGRC2,YLCH2,Bengaluru Sarige,23
AGRJ1,BELCRL,Vajra,50
AGRJ1,BEML5,Bengaluru Sarige,28
AGRJ1,BEMLF,Bengaluru Sarige,30
AGRJ1,BGH-1,Bengaluru Sarige,28
AGRJ1,BHEL1,Electric,32
AGRJ1,BMH2,Vajra,25
AGRJ1,BYPMETRO,Bengaluru Sarige,28
AGRJ1,CHMB2,Vajra,35
AGRJ1,CPCSJP,Vajra,30
AGRJ1,CPR,Electric,30
AGRJ1,CPS,Vajra,45
AGRJ1,CPS,Vayu Vajra,45
AGRJ1,CPS,Volvo Electric,45
AGRJ1,CSB5,Vajra,25
AGRJ1,CWDHLI,Vajra,35
AGRJ1,DMSCR1,Vajra,35
AGRJ1,DOMS,Vajra,35
AGRJ1,DPJN1,Electric,32
AGRJ1,ELCWG,Vajra,40
AGRJ1,GBPLYA,Vajra,30
AGRJ1,GGPLY,Vajra,55
AGRJ1,HOSRD,Vajra,35
AGRJ1,HSKPB2,Vajra,40
AGRJ1,HSKPB2,Vayu Vajra,40
AGRJ1,HSKPB2,Volvo Electric,40
AGRJ1,INTAX,Vajra,45
AGRJ1,INTAX,Vayu Vajra,45
AGRJ1,INTAX,Volvo Electric,45
AGRJ1,KDB-1,Vajra,45
AGRJ1,KDG,Vajra,30
AGRJ1,KDG0,Bengaluru Sarige,30
AGRJ1,KDHPRK,Vajra,35
AGRJ1,KDHPRK,Vayu Vajra,35
AGRJ1,KDHPRK,Volvo Electric,35
AGRJ1,KNPA,Vajra,35
AGRJ1,KSTLA,Vajra,40
AGRJ1,MMNDRA,Vajra,45
AGRJ1,MMNDRA,Vayu Vajra,45
AGRJ1,MMNDRA,Volvo Electric,45
AGRJ1,NGEF,Bengaluru Sarige,28
AGRJ1,PESC3,Vajra,40
AGRJ1,PESC3,Vayu Vajra,40
AGRJ1,PESC3,Volvo Electric,40
AGRJ1,PESIT,Vajra,35
AGRJ1,RPNA,Vajra,25
AGRJ1,SJPC,Vajra,40
AGRJ1,SJRH,Bengaluru Sarige,28
AGRJ1,SJRSTP,Vajra,40
AGRJ1,SLKT2,Vajra,30
AGRJ1,SOPG1,Vajra,40
AGRJ1,SSNDRA,Vajra,30
AGRJ1,VERB,Vajra,40
AGRJ1,VERB,Vayu Vajra,40
AGRJ1,VERB,Volvo Electric,40
AGRJ1,VJN1,Vajra,45
AGRJ1,VJN1,Vayu Vajra,45
AGRJ1,VJN1,Volvo Electric,45
AGRJ1,VRSND,Electric,28
AGRJ1,VTTMC,Vajra,45
AGRJ1,VTTMC,Vayu Vajra,45
AGRJ1,VTTMC,Volvo Electric,45
AGRJ1,WFTTMC,Bengaluru Sarige,28
AGRJ1,YMRE,Vajra,35
AGRJ,BGR4,Bengaluru Sarige,30
AGRJ,BKHS,Bengaluru Sarige,30
AGRJ,CHKKTU,Bengaluru Sarige,28
AGRJ,CKHD,Bengaluru Sarige,23
AGRJ,CKNYH,Bengaluru Sarige,23
AGRJ,CKTP,Bengaluru Sarige,30
AGRJ,CNPCR,Bengaluru Sarige,23
AGRJ,CNPCR,Electric,23
AGRJ,D38CHKNML,Bengaluru Sarige,24
AGRJ,DDTHI,Bengaluru Sarige,30
AGRJ,DHIKKAD,Bengaluru Sarige,28
AGRJ,DMSCR,Bengaluru Sarige,24
AGRJ,DMSCR,Electric,24
AGRJ,DODTML,Bengaluru Sarige,23
AGRJ,GHTL,Bengaluru Sarige,23
AGRJ,GNDCY,Bengaluru Sarige,30
AGRJ,GNDR2,Bengaluru Sarige,30
AGRJ,GNGLUR,Bengaluru Sarige,30
AGRJ,HSRKEB,Bengaluru Sarige,12
AGRJ,JNOPNDAGR,Bengaluru Sarige,30
AGRJ,KBS1,Bengaluru Sarige,28
AGRJ,KDGAGRAH,Bengaluru Sarige,28
AGRJ,KHRD,Bengaluru Sarige,24
AGRJ,MGLRU,Bengaluru Sarige,30
AGRJ,MHLCHOD,Bengaluru Sarige,30
AGRJ,MRGR1,Bengaluru Sarige,30
AGRJ,NLSB1,Bengaluru Sarige,23
AGRJ,NTFCG,Bengaluru Sarige,6
AGRJ,PRAPC,Bengaluru Sarige,6
AGRJ,prmsndf,Bengaluru Sarige,23
AGRJ,RMRDVT1,Bengaluru Sarige,28
AGRJ,SOPG,Bengaluru Sarige,28
AGRJ,THINLUG,Bengaluru Sarige,28
AGRJ,TVGR5,Bengaluru Sarige,30
AGRJ,WGPC,Bengaluru Sarige,23
AGSLOAH,HSKPB2,Bengaluru Sarige,18
AGSLOAH,PESC3,Bengaluru Sarige,18
AGSLOAH,VERB,Bengaluru Sarige,18
AGS,AKMRP,Bengaluru Sarige,24
AGS,ASKTSTP,Bengaluru Sarige,23
AGS,BVNR,Bengaluru Sarige,24
AGS,CQL,Bengaluru Sarige,18
AGS,D14G,Bengaluru Sarige,23
AGS,DNRMD,Bengaluru Sarige,23
AGS,HGRPS,Bengaluru Sarige,6
AGS,HMTL,Bengaluru Sarige,23
AGS,JYMHL,Bengaluru Sarige,12
AGS,KBR,Bengaluru Sarige,23
AGS,KRMC,Bengaluru Sarige,18
AGS,MRP,Bengaluru Sarige,12
AGS,MTCC,Bengaluru Sarige,6
AGS,MTH1,Bengaluru Sarige,18
AGS,PTQ,Bengaluru Sarige,23
AGS,RTN12,Bengaluru Sarige,23
AGS,RTNPS,Bengaluru Sarige,23
AGS,RTNPS3,Bengaluru Sarige,23
